,Country Name,Country Code,Series Name,Mean (2000-2019)
818,Mexico,MEX,Labor force with basic education (% of total working-age population with basic education),54.915263125770956
819,Netherlands,NLD,Labor force with basic education (% of total working-age population with basic education),45.822105407714844
820,Russian Federation,RUS,Labor force with basic education (% of total working-age population with basic education),
821,Saudi Arabia,SAU,Labor force with basic education (% of total working-age population with basic education),
822,Spain,ESP,Labor force with basic education (% of total working-age population with basic education),46.81894723992599
823,Switzerland,CHE,Labor force with basic education (% of total working-age population with basic education),49.60263202064916
824,Turkiye,TUR,Labor force with basic education (% of total working-age population with basic education),46.026315990247234
825,United Kingdom,GBR,Labor force with basic education (% of total working-age population with basic education),58.03052641216078
826,United States,USA,Labor force with basic education (% of total working-age population with basic education),39.25210511057001
827,Afghanistan,AFG,Labor force with basic education (% of total working-age population with basic education),
828,Albania,ALB,Labor force with basic education (% of total working-age population with basic education),
829,Algeria,DZA,Labor force with basic education (% of total working-age population with basic education),
830,American Samoa,ASM,Labor force with basic education (% of total working-age population with basic education),
831,Andorra,AND,Labor force with basic education (% of total working-age population with basic education),
832,Angola,AGO,Labor force with basic education (% of total working-age population with basic education),
833,Antigua and Barbuda,ATG,Labor force with basic education (% of total working-age population with basic education),
834,Armenia,ARM,Labor force with basic education (% of total working-age population with basic education),
835,Aruba,ABW,Labor force with basic education (% of total working-age population with basic education),
836,Austria,AUT,Labor force with basic education (% of total working-age population with basic education),36.920526002582754
837,Azerbaijan,AZE,Labor force with basic education (% of total working-age population with basic education),
838,"Bahamas, The",BHS,Labor force with basic education (% of total working-age population with basic education),
839,Bahrain,BHR,Labor force with basic education (% of total working-age population with basic education),
840,Bangladesh,BGD,Labor force with basic education (% of total working-age population with basic education),
841,Barbados,BRB,Labor force with basic education (% of total working-age population with basic education),
842,Belarus,BLR,Labor force with basic education (% of total working-age population with basic education),
843,Belgium,BEL,Labor force with basic education (% of total working-age population with basic education),30.507368489315635
844,Belize,BLZ,Labor force with basic education (% of total working-age population with basic education),
845,Benin,BEN,Labor force with basic education (% of total working-age population with basic education),
846,Bermuda,BMU,Labor force with basic education (% of total working-age population with basic education),
847,Bhutan,BTN,Labor force with basic education (% of total working-age population with basic education),
848,Bolivia,BOL,Labor force with basic education (% of total working-age population with basic education),
849,Bosnia and Herzegovina,BIH,Labor force with basic education (% of total working-age population with basic education),
850,Botswana,BWA,Labor force with basic education (% of total working-age population with basic education),
851,British Virgin Islands,VGB,Labor force with basic education (% of total working-age population with basic education),
852,Brunei Darussalam,BRN,Labor force with basic education (% of total working-age population with basic education),
853,Bulgaria,BGR,Labor force with basic education (% of total working-age population with basic education),25.27105281227513
854,Burkina Faso,BFA,Labor force with basic education (% of total working-age population with basic education),
855,Burundi,BDI,Labor force with basic education (% of total working-age population with basic education),
856,Cabo Verde,CPV,Labor force with basic education (% of total working-age population with basic education),
857,Cambodia,KHM,Labor force with basic education (% of total working-age population with basic education),
858,Cameroon,CMR,Labor force with basic education (% of total working-age population with basic education),
859,Canada,CAN,Labor force with basic education (% of total working-age population with basic education),45.56315793489155
860,Cayman Islands,CYM,Labor force with basic education (% of total working-age population with basic education),
861,Central African Republic,CAF,Labor force with basic education (% of total working-age population with basic education),
862,Chad,TCD,Labor force with basic education (% of total working-age population with basic education),
863,Channel Islands,CHI,Labor force with basic education (% of total working-age population with basic education),
864,Chile,CHL,Labor force with basic education (% of total working-age population with basic education),
865,Colombia,COL,Labor force with basic education (% of total working-age population with basic education),
866,Comoros,COM,Labor force with basic education (% of total working-age population with basic education),
867,"Congo, Dem. Rep.",COD,Labor force with basic education (% of total working-age population with basic education),
868,"Congo, Rep.",COG,Labor force with basic education (% of total working-age population with basic education),
869,Costa Rica,CRI,Labor force with basic education (% of total working-age population with basic education),56.10684204101564
870,Cote d'Ivoire,CIV,Labor force with basic education (% of total working-age population with basic education),
871,Croatia,HRV,Labor force with basic education (% of total working-age population with basic education),24.636841924566955
872,Cuba,CUB,Labor force with basic education (% of total working-age population with basic education),
873,Curacao,CUW,Labor force with basic education (% of total working-age population with basic education),
874,Cyprus,CYP,Labor force with basic education (% of total working-age population with basic education),41.593683945505234
875,Czech Republic,CZE,Labor force with basic education (% of total working-age population with basic education),21.39736828051115
876,Denmark,DNK,Labor force with basic education (% of total working-age population with basic education),45.43894777799907
877,Djibouti,DJI,Labor force with basic education (% of total working-age population with basic education),
878,Dominica,DMA,Labor force with basic education (% of total working-age population with basic education),
879,Dominican Republic,DOM,Labor force with basic education (% of total working-age population with basic education),52.03000018471166
880,Ecuador,ECU,Labor force with basic education (% of total working-age population with basic education),
881,"Egypt, Arab Rep.",EGY,Labor force with basic education (% of total working-age population with basic education),
882,El Salvador,SLV,Labor force with basic education (% of total working-age population with basic education),
883,Equatorial Guinea,GNQ,Labor force with basic education (% of total working-age population with basic education),
884,Eritrea,ERI,Labor force with basic education (% of total working-age population with basic education),
885,Estonia,EST,Labor force with basic education (% of total working-age population with basic education),34.39315785859761
886,Eswatini,SWZ,Labor force with basic education (% of total working-age population with basic education),
887,Ethiopia,ETH,Labor force with basic education (% of total working-age population with basic education),
888,Faroe Islands,FRO,Labor force with basic education (% of total working-age population with basic education),
889,Fiji,FJI,Labor force with basic education (% of total working-age population with basic education),
890,Finland,FIN,Labor force with basic education (% of total working-age population with basic education),32.069473668148646
891,French Polynesia,PYF,Labor force with basic education (% of total working-age population with basic education),
892,Gabon,GAB,Labor force with basic education (% of total working-age population with basic education),
893,"Gambia, The",GMB,Labor force with basic education (% of total working-age population with basic education),
894,Georgia,GEO,Labor force with basic education (% of total working-age population with basic education),
895,Ghana,GHA,Labor force with basic education (% of total working-age population with basic education),
896,Gibraltar,GIB,Labor force with basic education (% of total working-age population with basic education),
897,Greece,GRC,Labor force with basic education (% of total working-age population with basic education),36.46789480510511
898,Greenland,GRL,Labor force with basic education (% of total working-age population with basic education),
899,Grenada,GRD,Labor force with basic education (% of total working-age population with basic education),
900,Guam,GUM,Labor force with basic education (% of total working-age population with basic education),
901,Guatemala,GTM,Labor force with basic education (% of total working-age population with basic education),
902,Guinea,GIN,Labor force with basic education (% of total working-age population with basic education),
903,Guinea-Bissau,GNB,Labor force with basic education (% of total working-age population with basic education),
904,Guyana,GUY,Labor force with basic education (% of total working-age population with basic education),
905,Haiti,HTI,Labor force with basic education (% of total working-age population with basic education),
906,Honduras,HND,Labor force with basic education (% of total working-age population with basic education),
907,"Hong Kong SAR, China",HKG,Labor force with basic education (% of total working-age population with basic education),
908,Hungary,HUN,Labor force with basic education (% of total working-age population with basic education),24.663157814427432
909,Iceland,ISL,Labor force with basic education (% of total working-age population with basic education),70.3063157734118
910,"Iran, Islamic Rep.",IRN,Labor force with basic education (% of total working-age population with basic education),
911,Iraq,IRQ,Labor force with basic education (% of total working-age population with basic education),
912,Ireland,IRL,Labor force with basic education (% of total working-age population with basic education),36.634210486161095
913,Isle of Man,IMN,Labor force with basic education (% of total working-age population with basic education),
914,Israel,ISR,Labor force with basic education (% of total working-age population with basic education),
915,Jamaica,JAM,Labor force with basic education (% of total working-age population with basic education),
916,Jordan,JOR,Labor force with basic education (% of total working-age population with basic education),
917,Kazakhstan,KAZ,Labor force with basic education (% of total working-age population with basic education),
918,Kenya,KEN,Labor force with basic education (% of total working-age population with basic education),
919,Kiribati,KIR,Labor force with basic education (% of total working-age population with basic education),
920,"Korea, Dem. People's Rep.",PRK,Labor force with basic education (% of total working-age population with basic education),
921,Kosovo,XKX,Labor force with basic education (% of total working-age population with basic education),
922,Kuwait,KWT,Labor force with basic education (% of total working-age population with basic education),
923,Kyrgyz Republic,KGZ,Labor force with basic education (% of total working-age population with basic education),
924,Lao PDR,LAO,Labor force with basic education (% of total working-age population with basic education),
925,Latvia,LVA,Labor force with basic education (% of total working-age population with basic education),34.11947350752982
926,Lebanon,LBN,Labor force with basic education (% of total working-age population with basic education),
927,Lesotho,LSO,Labor force with basic education (% of total working-age population with basic education),
928,Liberia,LBR,Labor force with basic education (% of total working-age population with basic education),
929,Libya,LBY,Labor force with basic education (% of total working-age population with basic education),
930,Liechtenstein,LIE,Labor force with basic education (% of total working-age population with basic education),
931,Lithuania,LTU,Labor force with basic education (% of total working-age population with basic education),17.094210574501435
932,Luxembourg,LUX,Labor force with basic education (% of total working-age population with basic education),37.273684451454564
933,"Macao SAR, China",MAC,Labor force with basic education (% of total working-age population with basic education),
934,Madagascar,MDG,Labor force with basic education (% of total working-age population with basic education),
935,Malawi,MWI,Labor force with basic education (% of total working-age population with basic education),
936,Malaysia,MYS,Labor force with basic education (% of total working-age population with basic education),
937,Maldives,MDV,Labor force with basic education (% of total working-age population with basic education),
938,Mali,MLI,Labor force with basic education (% of total working-age population with basic education),
939,Malta,MLT,Labor force with basic education (% of total working-age population with basic education),40.93684226588199
940,Marshall Islands,MHL,Labor force with basic education (% of total working-age population with basic education),
941,Mauritania,MRT,Labor force with basic education (% of total working-age population with basic education),
942,Mauritius,MUS,Labor force with basic education (% of total working-age population with basic education),
943,"Micronesia, Fed. Sts.",FSM,Labor force with basic education (% of total working-age population with basic education),
944,Moldova,MDA,Labor force with basic education (% of total working-age population with basic education),
945,Monaco,MCO,Labor force with basic education (% of total working-age population with basic education),
946,Mongolia,MNG,Labor force with basic education (% of total working-age population with basic education),
947,Montenegro,MNE,Labor force with basic education (% of total working-age population with basic education),
948,Morocco,MAR,Labor force with basic education (% of total working-age population with basic education),
949,Mozambique,MOZ,Labor force with basic education (% of total working-age population with basic education),
950,Myanmar,MMR,Labor force with basic education (% of total working-age population with basic education),
951,Namibia,NAM,Labor force with basic education (% of total working-age population with basic education),
952,Nauru,NRU,Labor force with basic education (% of total working-age population with basic education),
953,Nepal,NPL,Labor force with basic education (% of total working-age population with basic education),
954,New Caledonia,NCL,Labor force with basic education (% of total working-age population with basic education),
955,New Zealand,NZL,Labor force with basic education (% of total working-age population with basic education),
956,Nicaragua,NIC,Labor force with basic education (% of total working-age population with basic education),
957,Niger,NER,Labor force with basic education (% of total working-age population with basic education),
958,Nigeria,NGA,Labor force with basic education (% of total working-age population with basic education),
959,North Macedonia,MKD,Labor force with basic education (% of total working-age population with basic education),
960,Northern Mariana Islands,MNP,Labor force with basic education (% of total working-age population with basic education),
961,Norway,NOR,Labor force with basic education (% of total working-age population with basic education),49.59105220593905
962,Oman,OMN,Labor force with basic education (% of total working-age population with basic education),
963,Pakistan,PAK,Labor force with basic education (% of total working-age population with basic education),
964,Palau,PLW,Labor force with basic education (% of total working-age population with basic education),
965,Panama,PAN,Labor force with basic education (% of total working-age population with basic education),
966,Papua New Guinea,PNG,Labor force with basic education (% of total working-age population with basic education),
967,Paraguay,PRY,Labor force with basic education (% of total working-age population with basic education),
968,Peru,PER,Labor force with basic education (% of total working-age population with basic education),71.67842021741365
969,Philippines,PHL,Labor force with basic education (% of total working-age population with basic education),
970,Poland,POL,Labor force with basic education (% of total working-age population with basic education),20.57473684612075
971,Portugal,PRT,Labor force with basic education (% of total working-age population with basic education),55.478421060662534
972,Puerto Rico,PRI,Labor force with basic education (% of total working-age population with basic education),
973,Qatar,QAT,Labor force with basic education (% of total working-age population with basic education),
974,Romania,ROU,Labor force with basic education (% of total working-age population with basic education),34.52368425068102
975,Rwanda,RWA,Labor force with basic education (% of total working-age population with basic education),
976,Samoa,WSM,Labor force with basic education (% of total working-age population with basic education),
977,San Marino,SMR,Labor force with basic education (% of total working-age population with basic education),
978,Sao Tome and Principe,STP,Labor force with basic education (% of total working-age population with basic education),
979,Senegal,SEN,Labor force with basic education (% of total working-age population with basic education),
980,Serbia,SRB,Labor force with basic education (% of total working-age population with basic education),
981,Seychelles,SYC,Labor force with basic education (% of total working-age population with basic education),
982,Sierra Leone,SLE,Labor force with basic education (% of total working-age population with basic education),
983,Singapore,SGP,Labor force with basic education (% of total working-age population with basic education),
984,Sint Maarten (Dutch part),SXM,Labor force with basic education (% of total working-age population with basic education),
985,Slovak Republic,SVK,Labor force with basic education (% of total working-age population with basic education),19.29684207313939
986,Slovenia,SVN,Labor force with basic education (% of total working-age population with basic education),31.014736777857717
987,Solomon Islands,SLB,Labor force with basic education (% of total working-age population with basic education),
988,Somalia,SOM,Labor force with basic education (% of total working-age population with basic education),
989,South Africa,ZAF,Labor force with basic education (% of total working-age population with basic education),
990,South Sudan,SSD,Labor force with basic education (% of total working-age population with basic education),
991,Sri Lanka,LKA,Labor force with basic education (% of total working-age population with basic education),
992,St. Kitts and Nevis,KNA,Labor force with basic education (% of total working-age population with basic education),
993,St. Lucia,LCA,Labor force with basic education (% of total working-age population with basic education),
994,St. Martin (French part),MAF,Labor force with basic education (% of total working-age population with basic education),
995,St. Vincent and the Grenadines,VCT,Labor force with basic education (% of total working-age population with basic education),
996,Sudan,SDN,Labor force with basic education (% of total working-age population with basic education),
997,Suriname,SUR,Labor force with basic education (% of total working-age population with basic education),
998,Sweden,SWE,Labor force with basic education (% of total working-age population with basic education),45.63368365639135
999,Syrian Arab Republic,SYR,Labor force with basic education (% of total working-age population with basic education),
1000,Tajikistan,TJK,Labor force with basic education (% of total working-age population with basic education),
1001,Tanzania,TZA,Labor force with basic education (% of total working-age population with basic education),
1002,Thailand,THA,Labor force with basic education (% of total working-age population with basic education),
1003,Timor-Leste,TLS,Labor force with basic education (% of total working-age population with basic education),
1004,Togo,TGO,Labor force with basic education (% of total working-age population with basic education),
1005,Tonga,TON,Labor force with basic education (% of total working-age population with basic education),
1006,Trinidad and Tobago,TTO,Labor force with basic education (% of total working-age population with basic education),
1007,Tunisia,TUN,Labor force with basic education (% of total working-age population with basic education),
1008,Turkmenistan,TKM,Labor force with basic education (% of total working-age population with basic education),
1009,Turks and Caicos Islands,TCA,Labor force with basic education (% of total working-age population with basic education),
1010,Tuvalu,TUV,Labor force with basic education (% of total working-age population with basic education),
1011,Uganda,UGA,Labor force with basic education (% of total working-age population with basic education),
1012,Ukraine,UKR,Labor force with basic education (% of total working-age population with basic education),
1013,United Arab Emirates,ARE,Labor force with basic education (% of total working-age population with basic education),
1014,Uruguay,URY,Labor force with basic education (% of total working-age population with basic education),58.85894755313271
1015,Uzbekistan,UZB,Labor force with basic education (% of total working-age population with basic education),
1016,Vanuatu,VUT,Labor force with basic education (% of total working-age population with basic education),
1017,"Venezuela, RB",VEN,Labor force with basic education (% of total working-age population with basic education),
1018,Vietnam,VNM,Labor force with basic education (% of total working-age population with basic education),
1019,Virgin Islands (U.S.),VIR,Labor force with basic education (% of total working-age population with basic education),
1020,West Bank and Gaza,PSE,Labor force with basic education (% of total working-age population with basic education),36.673158143696035
1021,"Yemen, Rep.",YEM,Labor force with basic education (% of total working-age population with basic education),
1022,Zambia,ZMB,Labor force with basic education (% of total working-age population with basic education),
1023,Zimbabwe,ZWE,Labor force with basic education (% of total working-age population with basic education),
1024,Africa Eastern and Southern,AFE,Labor force with basic education (% of total working-age population with basic education),
1025,Africa Western and Central,AFW,Labor force with basic education (% of total working-age population with basic education),
1026,Arab World,ARB,Labor force with basic education (% of total working-age population with basic education),
1027,Caribbean small states,CSS,Labor force with basic education (% of total working-age population with basic education),
1028,Central Europe and the Baltics,CEB,Labor force with basic education (% of total working-age population with basic education),24.73015679199352
1029,Early-demographic dividend,EAR,Labor force with basic education (% of total working-age population with basic education),
1030,East Asia & Pacific,EAS,Labor force with basic education (% of total working-age population with basic education),
1031,East Asia & Pacific (excluding high income),EAP,Labor force with basic education (% of total working-age population with basic education),
1032,East Asia & Pacific (IDA & IBRD countries),TEA,Labor force with basic education (% of total working-age population with basic education),
1033,Euro area,EMU,Labor force with basic education (% of total working-age population with basic education),37.996945675665685
1034,Europe & Central Asia,ECS,Labor force with basic education (% of total working-age population with basic education),
1035,Europe & Central Asia (excluding high income),ECA,Labor force with basic education (% of total working-age population with basic education),
1036,Europe & Central Asia (IDA & IBRD countries),TEC,Labor force with basic education (% of total working-age population with basic education),
1037,European Union,EUU,Labor force with basic education (% of total working-age population with basic education),35.647208082224594
1038,Fragile and conflict affected situations,FCS,Labor force with basic education (% of total working-age population with basic education),
1039,Heavily indebted poor countries (HIPC),HPC,Labor force with basic education (% of total working-age population with basic education),
1040,High income,HIC,Labor force with basic education (% of total working-age population with basic education),40.632574440073846
1041,IBRD only,IBD,Labor force with basic education (% of total working-age population with basic education),
1042,IDA & IBRD total,IBT,Labor force with basic education (% of total working-age population with basic education),
1043,IDA blend,IDB,Labor force with basic education (% of total working-age population with basic education),
1044,IDA only,IDX,Labor force with basic education (% of total working-age population with basic education),
1045,IDA total,IDA,Labor force with basic education (% of total working-age population with basic education),
1046,Late-demographic dividend,LTE,Labor force with basic education (% of total working-age population with basic education),
1047,Latin America & Caribbean,LCN,Labor force with basic education (% of total working-age population with basic education),
1048,Latin America & Caribbean (excluding high income),LAC,Labor force with basic education (% of total working-age population with basic education),
1049,Latin America & the Caribbean (IDA & IBRD countries),TLA,Labor force with basic education (% of total working-age population with basic education),
1050,Least developed countries: UN classification,LDC,Labor force with basic education (% of total working-age population with basic education),
1051,Low & middle income,LMY,Labor force with basic education (% of total working-age population with basic education),
1052,Low income,LIC,Labor force with basic education (% of total working-age population with basic education),
1053,Lower middle income,LMC,Labor force with basic education (% of total working-age population with basic education),
1054,Middle East & North Africa,MEA,Labor force with basic education (% of total working-age population with basic education),
1055,Middle East & North Africa (excluding high income),MNA,Labor force with basic education (% of total working-age population with basic education),
1056,Middle East & North Africa (IDA & IBRD countries),TMN,Labor force with basic education (% of total working-age population with basic education),
1057,Middle income,MIC,Labor force with basic education (% of total working-age population with basic education),
1058,North America,NAC,Labor force with basic education (% of total working-age population with basic education),39.92519293369632
1059,Not classified,INX,Labor force with basic education (% of total working-age population with basic education),
1060,OECD members,OED,Labor force with basic education (% of total working-age population with basic education),42.80004574136151
1061,Other small states,OSS,Labor force with basic education (% of total working-age population with basic education),
1062,Pacific island small states,PSS,Labor force with basic education (% of total working-age population with basic education),
1063,Post-demographic dividend,PST,Labor force with basic education (% of total working-age population with basic education),41.06711280711134
1064,Pre-demographic dividend,PRE,Labor force with basic education (% of total working-age population with basic education),
1065,Small states,SST,Labor force with basic education (% of total working-age population with basic education),
1066,South Asia,SAS,Labor force with basic education (% of total working-age population with basic education),
1067,South Asia (IDA & IBRD),TSA,Labor force with basic education (% of total working-age population with basic education),
1068,Sub-Saharan Africa,SSF,Labor force with basic education (% of total working-age population with basic education),
1069,Sub-Saharan Africa (excluding high income),SSA,Labor force with basic education (% of total working-age population with basic education),
1070,Sub-Saharan Africa (IDA & IBRD countries),TSS,Labor force with basic education (% of total working-age population with basic education),
1071,Upper middle income,UMC,Labor force with basic education (% of total working-age population with basic education),
1072,World,WLD,Labor force with basic education (% of total working-age population with basic education),
1073,,,Labor force with basic education (% of total working-age population with basic education),0.0
1074,Data from database: World Development Indicators,,Labor force with basic education (% of total working-age population with basic education),0.0
1075,Last Updated: 09/16/2022,,Labor force with basic education (% of total working-age population with basic education),0.0
1076,Argentina,ARG,UHC service coverage index,
1077,Australia,AUS,UHC service coverage index,
1078,Brazil,BRA,UHC service coverage index,
1079,China,CHN,UHC service coverage index,
1080,France,FRA,UHC service coverage index,
1081,Germany,DEU,UHC service coverage index,
1082,India,IND,UHC service coverage index,
1083,Indonesia,IDN,UHC service coverage index,
1084,Italy,ITA,UHC service coverage index,
1085,Japan,JPN,UHC service coverage index,
1086,"Korea, Rep.",KOR,UHC service coverage index,
1087,Mexico,MEX,UHC service coverage index,
1088,Netherlands,NLD,UHC service coverage index,
1089,Russian Federation,RUS,UHC service coverage index,
1090,Saudi Arabia,SAU,UHC service coverage index,
1091,Spain,ESP,UHC service coverage index,
1092,Switzerland,CHE,UHC service coverage index,
1093,Turkiye,TUR,UHC service coverage index,
1094,United Kingdom,GBR,UHC service coverage index,
1095,United States,USA,UHC service coverage index,
1096,Afghanistan,AFG,UHC service coverage index,
1097,Albania,ALB,UHC service coverage index,
1098,Algeria,DZA,UHC service coverage index,
1099,American Samoa,ASM,UHC service coverage index,
1100,Andorra,AND,UHC service coverage index,
1101,Angola,AGO,UHC service coverage index,
1102,Antigua and Barbuda,ATG,UHC service coverage index,
1103,Armenia,ARM,UHC service coverage index,
1104,Aruba,ABW,UHC service coverage index,
1105,Austria,AUT,UHC service coverage index,
1106,Azerbaijan,AZE,UHC service coverage index,
1107,"Bahamas, The",BHS,UHC service coverage index,
1108,Bahrain,BHR,UHC service coverage index,
1109,Bangladesh,BGD,UHC service coverage index,
1110,Barbados,BRB,UHC service coverage index,
1111,Belarus,BLR,UHC service coverage index,
1112,Belgium,BEL,UHC service coverage index,
1113,Belize,BLZ,UHC service coverage index,
1114,Benin,BEN,UHC service coverage index,
1115,Bermuda,BMU,UHC service coverage index,
1116,Bhutan,BTN,UHC service coverage index,
1117,Bolivia,BOL,UHC service coverage index,
1118,Bosnia and Herzegovina,BIH,UHC service coverage index,
1119,Botswana,BWA,UHC service coverage index,
1120,British Virgin Islands,VGB,UHC service coverage index,
1121,Brunei Darussalam,BRN,UHC service coverage index,
1122,Bulgaria,BGR,UHC service coverage index,
1123,Burkina Faso,BFA,UHC service coverage index,
1124,Burundi,BDI,UHC service coverage index,
1125,Cabo Verde,CPV,UHC service coverage index,
1126,Cambodia,KHM,UHC service coverage index,
1127,Cameroon,CMR,UHC service coverage index,
1128,Canada,CAN,UHC service coverage index,
1129,Cayman Islands,CYM,UHC service coverage index,
1130,Central African Republic,CAF,UHC service coverage index,
1131,Chad,TCD,UHC service coverage index,
1132,Channel Islands,CHI,UHC service coverage index,
1133,Chile,CHL,UHC service coverage index,
1134,Colombia,COL,UHC service coverage index,
1135,Comoros,COM,UHC service coverage index,
1136,"Congo, Dem. Rep.",COD,UHC service coverage index,
1137,"Congo, Rep.",COG,UHC service coverage index,
1138,Costa Rica,CRI,UHC service coverage index,
1139,Cote d'Ivoire,CIV,UHC service coverage index,
1140,Croatia,HRV,UHC service coverage index,
1141,Cuba,CUB,UHC service coverage index,
1142,Curacao,CUW,UHC service coverage index,
1143,Cyprus,CYP,UHC service coverage index,
1144,Czech Republic,CZE,UHC service coverage index,
1145,Denmark,DNK,UHC service coverage index,
1146,Djibouti,DJI,UHC service coverage index,
1147,Dominica,DMA,UHC service coverage index,
1148,Dominican Republic,DOM,UHC service coverage index,
1149,Ecuador,ECU,UHC service coverage index,
1150,"Egypt, Arab Rep.",EGY,UHC service coverage index,
1151,El Salvador,SLV,UHC service coverage index,
1152,Equatorial Guinea,GNQ,UHC service coverage index,
1153,Eritrea,ERI,UHC service coverage index,
1154,Estonia,EST,UHC service coverage index,
1155,Eswatini,SWZ,UHC service coverage index,
1156,Ethiopia,ETH,UHC service coverage index,
1157,Faroe Islands,FRO,UHC service coverage index,
1158,Fiji,FJI,UHC service coverage index,
1159,Finland,FIN,UHC service coverage index,
1160,French Polynesia,PYF,UHC service coverage index,
1161,Gabon,GAB,UHC service coverage index,
1162,"Gambia, The",GMB,UHC service coverage index,
1163,Georgia,GEO,UHC service coverage index,
1164,Ghana,GHA,UHC service coverage index,
1165,Gibraltar,GIB,UHC service coverage index,
1166,Greece,GRC,UHC service coverage index,
1167,Greenland,GRL,UHC service coverage index,
1168,Grenada,GRD,UHC service coverage index,
1169,Guam,GUM,UHC service coverage index,
1170,Guatemala,GTM,UHC service coverage index,
1171,Guinea,GIN,UHC service coverage index,
1172,Guinea-Bissau,GNB,UHC service coverage index,
1173,Guyana,GUY,UHC service coverage index,
1174,Haiti,HTI,UHC service coverage index,
1175,Honduras,HND,UHC service coverage index,
1176,"Hong Kong SAR, China",HKG,UHC service coverage index,
1177,Hungary,HUN,UHC service coverage index,
1178,Iceland,ISL,UHC service coverage index,
1179,"Iran, Islamic Rep.",IRN,UHC service coverage index,
1180,Iraq,IRQ,UHC service coverage index,
1181,Ireland,IRL,UHC service coverage index,
1182,Isle of Man,IMN,UHC service coverage index,
1183,Israel,ISR,UHC service coverage index,
1184,Jamaica,JAM,UHC service coverage index,
1185,Jordan,JOR,UHC service coverage index,
1186,Kazakhstan,KAZ,UHC service coverage index,
1187,Kenya,KEN,UHC service coverage index,
1188,Kiribati,KIR,UHC service coverage index,
1189,"Korea, Dem. People's Rep.",PRK,UHC service coverage index,
1190,Kosovo,XKX,UHC service coverage index,
1191,Kuwait,KWT,UHC service coverage index,
1192,Kyrgyz Republic,KGZ,UHC service coverage index,
1193,Lao PDR,LAO,UHC service coverage index,
1194,Latvia,LVA,UHC service coverage index,
1195,Lebanon,LBN,UHC service coverage index,
1196,Lesotho,LSO,UHC service coverage index,
1197,Liberia,LBR,UHC service coverage index,
1198,Libya,LBY,UHC service coverage index,
1199,Liechtenstein,LIE,UHC service coverage index,
1200,Lithuania,LTU,UHC service coverage index,
1201,Luxembourg,LUX,UHC service coverage index,
1202,"Macao SAR, China",MAC,UHC service coverage index,
1203,Madagascar,MDG,UHC service coverage index,
1204,Malawi,MWI,UHC service coverage index,
1205,Malaysia,MYS,UHC service coverage index,
1206,Maldives,MDV,UHC service coverage index,
1207,Mali,MLI,UHC service coverage index,
1208,Malta,MLT,UHC service coverage index,
1209,Marshall Islands,MHL,UHC service coverage index,
1210,Mauritania,MRT,UHC service coverage index,
1211,Mauritius,MUS,UHC service coverage index,
1212,"Micronesia, Fed. Sts.",FSM,UHC service coverage index,
1213,Moldova,MDA,UHC service coverage index,
1214,Monaco,MCO,UHC service coverage index,
1215,Mongolia,MNG,UHC service coverage index,
1216,Montenegro,MNE,UHC service coverage index,
1217,Morocco,MAR,UHC service coverage index,
1218,Mozambique,MOZ,UHC service coverage index,
1219,Myanmar,MMR,UHC service coverage index,
1220,Namibia,NAM,UHC service coverage index,
1221,Nauru,NRU,UHC service coverage index,
1222,Nepal,NPL,UHC service coverage index,
1223,New Caledonia,NCL,UHC service coverage index,
1224,New Zealand,NZL,UHC service coverage index,
1225,Nicaragua,NIC,UHC service coverage index,
1226,Niger,NER,UHC service coverage index,
1227,Nigeria,NGA,UHC service coverage index,
1228,North Macedonia,MKD,UHC service coverage index,
1229,Northern Mariana Islands,MNP,UHC service coverage index,
1230,Norway,NOR,UHC service coverage index,
1231,Oman,OMN,UHC service coverage index,
1232,Pakistan,PAK,UHC service coverage index,
1233,Palau,PLW,UHC service coverage index,
1234,Panama,PAN,UHC service coverage index,
1235,Papua New Guinea,PNG,UHC service coverage index,
1236,Paraguay,PRY,UHC service coverage index,
1237,Peru,PER,UHC service coverage index,
1238,Philippines,PHL,UHC service coverage index,
1239,Poland,POL,UHC service coverage index,
1240,Portugal,PRT,UHC service coverage index,
1241,Puerto Rico,PRI,UHC service coverage index,
1242,Qatar,QAT,UHC service coverage index,
1243,Romania,ROU,UHC service coverage index,
1244,Rwanda,RWA,UHC service coverage index,
1245,Samoa,WSM,UHC service coverage index,
1246,San Marino,SMR,UHC service coverage index,
1247,Sao Tome and Principe,STP,UHC service coverage index,
1248,Senegal,SEN,UHC service coverage index,
1249,Serbia,SRB,UHC service coverage index,
1250,Seychelles,SYC,UHC service coverage index,
1251,Sierra Leone,SLE,UHC service coverage index,
1252,Singapore,SGP,UHC service coverage index,
1253,Sint Maarten (Dutch part),SXM,UHC service coverage index,
1254,Slovak Republic,SVK,UHC service coverage index,
1255,Slovenia,SVN,UHC service coverage index,
1256,Solomon Islands,SLB,UHC service coverage index,
1257,Somalia,SOM,UHC service coverage index,
1258,South Africa,ZAF,UHC service coverage index,
1259,South Sudan,SSD,UHC service coverage index,
1260,Sri Lanka,LKA,UHC service coverage index,
1261,St. Kitts and Nevis,KNA,UHC service coverage index,
1262,St. Lucia,LCA,UHC service coverage index,
1263,St. Martin (French part),MAF,UHC service coverage index,
1264,St. Vincent and the Grenadines,VCT,UHC service coverage index,
1265,Sudan,SDN,UHC service coverage index,
1266,Suriname,SUR,UHC service coverage index,
1267,Sweden,SWE,UHC service coverage index,
